date2,precip_mm_TW,precip_mm_FR_H,precip_mm_FR_B,daylight_hr,,
2/14/2000 12:00,NA,NA,NA,10.8,,
2/15/2000 12:00,NA,NA,NA,10.83333333,,
2/16/2000 12:00,NA,NA,NA,10.86666667,,
2/17/2000 12:00,NA,NA,NA,10.91666667,,
2/18/2000 12:00,NA,NA,NA,10.95,,
2/19/2000 12:00,NA,NA,NA,10.98333333,,
2/20/2000 12:00,NA,NA,NA,11.01666667,,
2/21/2000 12:00,NA,NA,NA,11.06666667,,
2/22/2000 12:00,NA,NA,NA,11.1,,
2/23/2000 12:00,NA,NA,NA,11.13333333,,
2/24/2000 12:00,NA,NA,NA,11.18333333,,
2/25/2000 12:00,NA,NA,NA,11.21666667,,
2/26/2000 12:00,NA,NA,NA,11.25,,
2/27/2000 12:00,NA,NA,NA,11.3,,
2/28/2000 12:00,NA,NA,NA,11.33333333,,
2/29/2000 12:00,NA,NA,NA,11.38333333,,
3/1/2000 12:00,NA,NA,NA,11.41666667,,
3/2/2000 12:00,NA,NA,NA,11.45,,
3/3/2000 12:00,NA,NA,NA,11.5,,
3/4/2000 12:00,NA,NA,NA,11.53333333,,
3/5/2000 12:00,NA,NA,NA,11.58333333,,
3/6/2000 12:00,NA,NA,NA,11.61666667,,
3/7/2000 12:00,NA,NA,NA,11.65,,
3/8/2000 12:00,NA,NA,NA,11.7,,
3/9/2000 12:00,NA,NA,NA,11.73333333,,
3/10/2000 12:00,NA,NA,NA,11.78333333,,
3/11/2000 12:00,NA,NA,NA,11.81666667,,
3/12/2000 12:00,NA,NA,NA,11.85,,
3/13/2000 12:00,NA,NA,NA,11.9,,
3/14/2000 12:00,NA,NA,NA,11.93333333,,
3/15/2000 12:00,NA,NA,NA,11.98333333,,
3/16/2000 12:00,NA,NA,NA,12.01666667,,
3/17/2000 12:00,NA,NA,NA,12.06666667,,
3/18/2000 12:00,NA,NA,NA,12.1,,
3/19/2000 12:00,NA,NA,NA,12.13333333,,
3/20/2000 12:00,NA,NA,NA,12.18333333,,
3/21/2000 12:00,NA,NA,NA,12.21666667,,
3/22/2000 12:00,NA,NA,NA,12.26666667,,
3/23/2000 12:00,NA,NA,NA,12.3,,
3/24/2000 12:00,NA,NA,NA,12.35,,
3/25/2000 12:00,NA,NA,NA,12.38333333,,
3/26/2000 12:00,NA,NA,NA,12.41666667,,
3/27/2000 12:00,NA,NA,NA,12.46666667,,
3/28/2000 12:00,NA,NA,NA,12.5,,
3/29/2000 12:00,NA,NA,NA,12.55,,
3/30/2000 12:00,NA,NA,NA,12.58333333,,
3/31/2000 12:00,NA,NA,NA,12.61666667,,
4/1/2000 12:00,NA,NA,NA,12.66666667,,
4/2/2000 12:00,NA,NA,NA,12.7,,
4/3/2000 12:00,NA,NA,NA,12.75,,
4/4/2000 12:00,NA,NA,NA,12.78333333,,
4/5/2000 12:00,NA,NA,NA,12.81666667,,
4/6/2000 12:00,NA,NA,NA,12.86666667,,
4/7/2000 12:00,NA,NA,NA,12.9,,
4/8/2000 12:00,NA,NA,NA,12.93333333,,
4/9/2000 12:00,NA,NA,NA,12.98333333,,
4/10/2000 12:00,NA,NA,NA,13.01666667,,
4/11/2000 12:00,NA,NA,NA,13.05,,
4/12/2000 12:00,NA,NA,NA,13.1,,
4/13/2000 12:00,NA,NA,NA,13.13333333,,
4/14/2000 12:00,NA,NA,NA,13.16666667,,
4/15/2000 12:00,NA,NA,NA,13.21666667,,
4/16/2000 12:00,NA,NA,NA,13.25,,
4/17/2000 12:00,NA,NA,NA,13.28333333,,
4/18/2000 12:00,NA,NA,NA,13.31666667,,
4/19/2000 12:00,NA,NA,NA,13.36666667,,
4/20/2000 12:00,NA,NA,NA,13.4,,
4/21/2000 12:00,NA,NA,NA,13.43333333,,
4/22/2000 12:00,NA,NA,NA,13.46666667,,
4/23/2000 12:00,NA,NA,NA,13.5,,
4/24/2000 12:00,NA,NA,NA,13.55,,
4/25/2000 12:00,NA,NA,NA,13.58333333,,
4/26/2000 12:00,NA,NA,NA,13.61666667,,
4/27/2000 12:00,NA,NA,NA,13.65,,
4/28/2000 12:00,NA,NA,NA,13.68333333,,
4/29/2000 12:00,NA,NA,NA,13.71666667,,
4/30/2000 12:00,NA,NA,NA,13.75,,
5/1/2000 12:00,NA,NA,NA,13.78333333,,
5/2/2000 12:00,NA,NA,NA,13.81666667,,
5/3/2000 12:00,NA,NA,NA,13.85,,
5/4/2000 12:00,NA,NA,NA,13.88333333,,
5/5/2000 12:00,NA,NA,NA,13.91666667,,
5/6/2000 12:00,NA,NA,NA,13.95,,
5/7/2000 12:00,NA,NA,NA,13.98333333,,
5/8/2000 12:00,NA,NA,NA,14.01666667,,
5/9/2000 12:00,NA,NA,NA,14.05,,
5/10/2000 12:00,NA,NA,NA,14.08333333,,
5/11/2000 12:00,NA,NA,NA,14.1,,
5/12/2000 12:00,NA,NA,NA,14.13333333,,
5/13/2000 12:00,NA,NA,NA,14.16666667,,
5/14/2000 12:00,NA,NA,NA,14.2,,
5/15/2000 12:00,NA,NA,NA,14.21666667,,
5/16/2000 12:00,NA,NA,NA,14.25,,
5/17/2000 12:00,NA,NA,NA,14.26666667,,
5/18/2000 12:00,NA,NA,NA,14.3,,
5/19/2000 12:00,NA,NA,NA,14.33333333,,
5/20/2000 12:00,NA,NA,NA,14.35,,
5/21/2000 12:00,NA,NA,NA,14.38333333,,
5/22/2000 12:00,NA,NA,NA,14.4,,
5/23/2000 12:00,NA,NA,NA,14.41666667,,
5/24/2000 12:00,NA,NA,NA,14.45,,
5/25/2000 12:00,NA,NA,NA,14.46666667,,
5/26/2000 12:00,NA,NA,NA,14.48333333,,
5/27/2000 12:00,NA,NA,NA,14.5,,
5/28/2000 12:00,NA,NA,NA,14.53333333,,
5/29/2000 12:00,NA,NA,NA,14.55,,
5/30/2000 12:00,NA,NA,NA,14.56666667,,
5/31/2000 12:00,NA,NA,NA,14.58333333,,
6/1/2000 12:00,NA,NA,NA,14.6,,
6/2/2000 12:00,NA,NA,NA,14.61666667,,
6/3/2000 12:00,NA,NA,NA,14.63333333,,
6/4/2000 12:00,NA,NA,NA,14.65,,
6/5/2000 12:00,NA,NA,NA,14.65,,
6/6/2000 12:00,NA,NA,NA,14.66666667,,
6/7/2000 12:00,NA,NA,NA,14.68333333,,
6/8/2000 12:00,NA,NA,NA,14.68333333,,
6/9/2000 12:00,NA,NA,NA,14.7,,
6/10/2000 12:00,NA,NA,NA,14.71666667,,
6/11/2000 12:00,NA,NA,NA,14.71666667,,
6/12/2000 12:00,NA,NA,NA,14.71666667,,
6/13/2000 12:00,NA,NA,NA,14.73333333,,
6/14/2000 12:00,NA,NA,NA,14.73333333,,
6/15/2000 12:00,NA,NA,NA,14.73333333,,
6/16/2000 12:00,NA,NA,NA,14.75,,
6/17/2000 12:00,NA,NA,NA,14.75,,
6/18/2000 12:00,NA,NA,NA,14.75,,
6/19/2000 12:00,NA,NA,NA,14.75,,
6/20/2000 12:00,NA,NA,NA,14.75,,
6/21/2000 12:00,NA,NA,NA,14.75,,
6/22/2000 12:00,NA,NA,NA,14.75,,
6/23/2000 12:00,NA,NA,NA,14.75,,
6/24/2000 12:00,NA,NA,NA,14.75,,
6/25/2000 12:00,NA,NA,NA,14.73333333,,
6/26/2000 12:00,NA,NA,NA,14.73333333,,
6/27/2000 12:00,NA,NA,NA,14.73333333,,
6/28/2000 12:00,NA,NA,NA,14.71666667,,
6/29/2000 12:00,NA,NA,NA,14.71666667,,
6/30/2000 12:00,NA,NA,NA,14.7,,
7/1/2000 12:00,NA,NA,NA,14.7,,
7/2/2000 12:00,NA,NA,NA,14.68333333,,
7/3/2000 12:00,NA,NA,NA,14.66666667,,
7/4/2000 12:00,NA,NA,NA,14.66666667,,
7/5/2000 12:00,NA,NA,NA,14.65,,
7/6/2000 12:00,NA,NA,NA,14.63333333,,
7/7/2000 12:00,NA,NA,NA,14.61666667,,
7/8/2000 12:00,NA,NA,NA,14.6,,
7/9/2000 12:00,NA,NA,NA,14.58333333,,
7/10/2000 12:00,NA,NA,NA,14.56666667,,
7/11/2000 12:00,NA,NA,NA,14.55,,
7/12/2000 12:00,NA,NA,NA,14.53333333,,
7/13/2000 12:00,NA,NA,NA,14.51666667,,
7/14/2000 12:00,NA,NA,NA,14.5,,
7/15/2000 12:00,NA,NA,NA,14.46666667,,
7/16/2000 12:00,NA,NA,NA,14.45,,
7/17/2000 12:00,NA,NA,NA,14.43333333,,
7/18/2000 12:00,NA,NA,NA,14.4,,
7/19/2000 12:00,NA,NA,NA,14.38333333,,
7/20/2000 12:00,NA,NA,NA,14.36666667,,
7/21/2000 12:00,NA,NA,NA,14.33333333,,
7/22/2000 12:00,NA,NA,NA,14.31666667,,
7/23/2000 12:00,NA,NA,NA,14.28333333,,
7/24/2000 12:00,NA,NA,NA,14.26666667,,
7/25/2000 12:00,NA,NA,NA,14.23333333,,
7/26/2000 12:00,NA,NA,NA,14.2,,
7/27/2000 12:00,NA,NA,NA,14.18333333,,
7/28/2000 12:00,NA,NA,NA,14.15,,
7/29/2000 12:00,NA,NA,NA,14.11666667,,
7/30/2000 12:00,NA,NA,NA,14.08333333,,
7/31/2000 12:00,NA,NA,NA,14.06666667,,
8/1/2000 12:00,NA,NA,NA,14.03333333,,
8/2/2000 12:00,NA,NA,NA,14,,
8/3/2000 12:00,NA,NA,NA,13.96666667,,
8/4/2000 12:00,NA,NA,NA,13.93333333,,
8/5/2000 12:00,NA,NA,NA,13.9,,
8/6/2000 12:00,NA,NA,NA,13.86666667,,
8/7/2000 12:00,NA,NA,NA,13.83333333,,
8/8/2000 12:00,NA,NA,NA,13.8,,
8/9/2000 12:00,NA,NA,NA,13.76666667,,
8/10/2000 12:00,NA,NA,NA,13.73333333,,
8/11/2000 12:00,NA,NA,NA,13.7,,
8/12/2000 12:00,NA,NA,NA,13.66666667,,
8/13/2000 12:00,NA,NA,NA,13.63333333,,
8/14/2000 12:00,NA,NA,NA,13.6,,
8/15/2000 12:00,NA,NA,NA,13.56666667,,
8/16/2000 12:00,NA,NA,NA,13.53333333,,
8/17/2000 12:00,NA,NA,NA,13.5,,
8/18/2000 12:00,NA,NA,NA,13.46666667,,
8/19/2000 12:00,NA,NA,NA,13.41666667,,
8/20/2000 12:00,NA,NA,NA,13.38333333,,
8/21/2000 12:00,NA,NA,NA,13.35,,
8/22/2000 12:00,NA,NA,NA,13.31666667,,
8/23/2000 12:00,NA,NA,NA,13.28333333,,
8/24/2000 12:00,NA,NA,NA,13.23333333,,
8/25/2000 12:00,NA,NA,NA,13.2,,
8/26/2000 12:00,NA,NA,NA,13.16666667,,
8/27/2000 12:00,NA,NA,NA,13.11666667,,
8/28/2000 12:00,NA,NA,NA,13.08333333,,
8/29/2000 12:00,NA,NA,NA,13.05,,
8/30/2000 12:00,NA,NA,NA,13.01666667,,
8/31/2000 12:00,NA,NA,NA,12.96666667,,
9/1/2000 12:00,NA,NA,NA,12.93333333,,
9/2/2000 12:00,NA,NA,NA,12.9,,
9/3/2000 12:00,NA,NA,NA,12.85,,
9/4/2000 12:00,NA,NA,NA,12.81666667,,
9/5/2000 12:00,NA,NA,NA,12.78333333,,
9/6/2000 12:00,NA,NA,NA,12.73333333,,
9/7/2000 12:00,NA,NA,NA,12.7,,
9/8/2000 12:00,NA,NA,NA,12.66666667,,
9/9/2000 12:00,NA,NA,NA,12.61666667,,
9/10/2000 12:00,NA,NA,NA,12.58333333,,
9/11/2000 12:00,NA,NA,NA,12.55,,
9/12/2000 12:00,NA,NA,NA,12.5,,
9/13/2000 12:00,NA,NA,NA,12.46666667,,
9/14/2000 12:00,NA,NA,NA,12.41666667,,
9/15/2000 12:00,NA,NA,NA,12.38333333,,
9/16/2000 12:00,NA,NA,NA,12.35,,
9/17/2000 12:00,NA,NA,NA,12.3,,
9/18/2000 12:00,NA,NA,NA,12.26666667,,
9/19/2000 12:00,NA,NA,NA,12.23333333,,
9/20/2000 12:00,NA,NA,NA,12.18333333,,
9/21/2000 12:00,NA,NA,NA,12.15,,
9/22/2000 12:00,NA,NA,NA,12.1,,
9/23/2000 12:00,NA,NA,NA,12.06666667,,
9/24/2000 12:00,NA,NA,NA,12.03333333,,
9/25/2000 12:00,NA,NA,NA,11.98333333,,
9/26/2000 12:00,NA,NA,NA,11.95,,
9/27/2000 12:00,NA,NA,NA,11.9,,
9/28/2000 12:00,NA,NA,NA,11.86666667,,
9/29/2000 12:00,NA,NA,NA,11.83333333,,
9/30/2000 12:00,NA,NA,NA,11.78333333,,
10/1/2000 12:00,NA,NA,NA,11.75,,
10/2/2000 12:00,NA,NA,NA,11.7,,
10/3/2000 12:00,NA,NA,NA,11.66666667,,
10/4/2000 12:00,NA,NA,NA,11.63333333,,
10/5/2000 12:00,NA,NA,NA,11.58333333,,
10/6/2000 12:00,NA,NA,NA,11.55,,
10/7/2000 12:00,NA,NA,NA,11.51666667,,
10/8/2000 12:00,NA,NA,NA,11.46666667,,
10/9/2000 12:00,NA,NA,NA,11.43333333,,
10/10/2000 12:00,NA,NA,NA,11.4,,
10/11/2000 12:00,NA,NA,NA,11.35,,
10/12/2000 12:00,NA,NA,NA,11.31666667,,
10/13/2000 12:00,NA,NA,NA,11.26666667,,
10/14/2000 12:00,NA,NA,NA,11.23333333,,
10/15/2000 12:00,NA,NA,NA,11.2,,
10/16/2000 12:00,NA,NA,NA,11.16666667,,
10/17/2000 12:00,NA,NA,NA,11.11666667,,
10/18/2000 12:00,NA,NA,NA,11.08333333,,
10/19/2000 12:00,NA,NA,NA,11.05,,
10/20/2000 12:00,NA,NA,NA,11,,
10/21/2000 12:00,NA,NA,NA,10.96666667,,
10/22/2000 12:00,NA,NA,NA,10.93333333,,
10/23/2000 12:00,NA,NA,NA,10.9,,
10/24/2000 12:00,NA,NA,NA,10.85,,
10/25/2000 12:00,NA,NA,NA,10.81666667,,
10/26/2000 12:00,NA,NA,NA,10.78333333,,
10/27/2000 12:00,NA,NA,NA,10.75,,
10/28/2000 12:00,NA,NA,NA,10.71666667,,
10/29/2000 12:00,NA,NA,NA,10.66666667,,
10/30/2000 12:00,NA,NA,NA,10.63333333,,
10/31/2000 12:00,NA,NA,NA,10.6,,
11/1/2000 12:00,NA,NA,NA,10.56666667,,
11/2/2000 12:00,NA,NA,NA,10.53333333,,
11/3/2000 12:00,NA,NA,NA,10.5,,
11/4/2000 12:00,NA,NA,NA,10.46666667,,
11/5/2000 12:00,NA,NA,NA,10.43333333,,
11/6/2000 12:00,NA,NA,NA,10.4,,
11/7/2000 12:00,NA,NA,NA,10.36666667,,
11/8/2000 12:00,NA,NA,NA,10.33333333,,
11/9/2000 12:00,NA,NA,NA,10.3,,
11/10/2000 12:00,NA,NA,NA,10.26666667,,
11/11/2000 12:00,NA,NA,NA,10.23333333,,
11/12/2000 12:00,NA,NA,NA,10.2,,
11/13/2000 12:00,NA,NA,NA,10.18333333,,
11/14/2000 12:00,NA,NA,NA,10.15,,
11/15/2000 12:00,NA,NA,NA,10.11666667,,
11/16/2000 12:00,NA,NA,NA,10.08333333,,
11/17/2000 12:00,NA,NA,NA,10.06666667,,
11/18/2000 12:00,NA,NA,NA,10.03333333,,
11/19/2000 12:00,NA,NA,NA,10,,
11/20/2000 12:00,NA,NA,NA,9.983333333,,
11/21/2000 12:00,NA,NA,NA,9.95,,
11/22/2000 12:00,NA,NA,NA,9.933333333,,
11/23/2000 12:00,NA,NA,NA,9.9,,
11/24/2000 12:00,NA,NA,NA,9.883333333,,
11/25/2000 12:00,NA,NA,NA,9.866666667,,
11/26/2000 12:00,NA,NA,NA,9.833333333,,
11/27/2000 12:00,NA,NA,NA,9.816666667,,
11/28/2000 12:00,NA,NA,NA,9.8,,
11/29/2000 12:00,NA,NA,NA,9.783333333,,
11/30/2000 12:00,NA,NA,NA,9.75,,
12/1/2000 12:00,NA,NA,NA,9.733333333,,
12/2/2000 12:00,NA,NA,NA,9.716666667,,
12/3/2000 12:00,NA,NA,NA,9.7,,
12/4/2000 12:00,NA,NA,NA,9.683333333,,
12/5/2000 12:00,NA,NA,NA,9.666666667,,
12/6/2000 12:00,NA,NA,NA,9.666666667,,
12/7/2000 12:00,NA,NA,NA,9.65,,
12/8/2000 12:00,NA,NA,NA,9.633333333,,
12/9/2000 12:00,NA,NA,NA,9.616666667,,
12/10/2000 12:00,NA,NA,NA,9.616666667,,
12/11/2000 12:00,NA,NA,NA,9.6,,
12/12/2000 12:00,NA,NA,NA,9.6,,
12/13/2000 12:00,NA,NA,NA,9.583333333,,
12/14/2000 12:00,NA,NA,NA,9.583333333,,
12/15/2000 12:00,NA,NA,NA,9.583333333,,
12/16/2000 12:00,NA,NA,NA,9.566666667,,
12/17/2000 12:00,NA,NA,NA,9.566666667,,
12/18/2000 12:00,NA,NA,NA,9.566666667,,
12/19/2000 12:00,NA,NA,NA,9.566666667,,
12/20/2000 12:00,NA,NA,NA,9.566666667,,
12/21/2000 12:00,NA,NA,NA,9.566666667,,
12/22/2000 12:00,NA,NA,NA,9.566666667,,
12/23/2000 12:00,NA,NA,NA,9.566666667,,
12/24/2000 12:00,NA,NA,NA,9.566666667,,
12/25/2000 12:00,NA,NA,NA,9.566666667,,
12/26/2000 12:00,NA,NA,NA,9.583333333,,
12/27/2000 12:00,NA,NA,NA,9.583333333,,
12/28/2000 12:00,NA,NA,NA,9.6,,
12/29/2000 12:00,NA,NA,NA,9.6,,
12/30/2000 12:00,NA,NA,NA,9.616666667,,
12/31/2000 12:00,NA,NA,NA,9.616666667,,
1/1/2001 12:00,NA,NA,NA,9.633333333,,
1/2/2001 12:00,NA,NA,NA,9.65,,
1/3/2001 12:00,NA,NA,NA,9.65,,
1/4/2001 12:00,NA,NA,NA,9.666666667,,
1/5/2001 12:00,NA,NA,NA,9.683333333,,
1/6/2001 12:00,NA,NA,NA,9.7,,
1/7/2001 12:00,NA,NA,NA,9.716666667,,
1/8/2001 12:00,NA,NA,NA,9.733333333,,
1/9/2001 12:00,NA,NA,NA,9.75,,
1/10/2001 12:00,NA,NA,NA,9.766666667,,
1/11/2001 12:00,NA,NA,NA,9.8,,
1/12/2001 12:00,NA,NA,NA,9.816666667,,
1/13/2001 12:00,NA,NA,NA,9.833333333,,
1/14/2001 12:00,NA,NA,NA,9.85,,
1/15/2001 12:00,NA,NA,NA,9.883333333,,
1/16/2001 12:00,NA,NA,NA,9.9,,
1/17/2001 12:00,NA,NA,NA,9.933333333,,
1/18/2001 12:00,NA,NA,NA,9.95,,
1/19/2001 12:00,NA,NA,NA,9.983333333,,
1/20/2001 12:00,NA,NA,NA,10,,
1/21/2001 12:00,NA,NA,NA,10.03333333,,
1/22/2001 12:00,NA,NA,NA,10.06666667,,
1/23/2001 12:00,NA,NA,NA,10.08333333,,
1/24/2001 12:00,NA,NA,NA,10.11666667,,
1/25/2001 12:00,NA,NA,NA,10.15,,
1/26/2001 12:00,NA,NA,NA,10.18333333,,
1/27/2001 12:00,NA,NA,NA,10.2,,
1/28/2001 12:00,NA,NA,NA,10.23333333,,
1/29/2001 12:00,NA,NA,NA,10.26666667,,
1/30/2001 12:00,NA,NA,NA,10.3,,
1/31/2001 12:00,NA,NA,NA,10.33333333,,
2/1/2001 12:00,NA,NA,NA,10.36666667,,
2/2/2001 12:00,NA,NA,NA,10.4,,
2/3/2001 12:00,NA,NA,NA,10.43333333,,
2/4/2001 12:00,NA,NA,NA,10.46666667,,
2/5/2001 12:00,NA,NA,NA,10.5,,
2/6/2001 12:00,NA,NA,NA,10.53333333,,
2/7/2001 12:00,NA,NA,NA,10.56666667,,
2/8/2001 12:00,NA,NA,NA,10.6,,
2/9/2001 12:00,NA,NA,NA,10.65,,
2/10/2001 12:00,NA,NA,NA,10.68333333,,
2/11/2001 12:00,NA,NA,NA,10.71666667,,
2/12/2001 12:00,NA,NA,NA,10.75,,
2/13/2001 12:00,NA,NA,NA,10.78333333,,
2/14/2001 12:00,NA,NA,NA,10.83333333,,
2/15/2001 12:00,NA,NA,NA,10.86666667,,
2/16/2001 12:00,NA,NA,NA,10.9,,
2/17/2001 12:00,NA,NA,NA,10.93333333,,
2/18/2001 12:00,NA,NA,NA,10.98333333,,
2/19/2001 12:00,NA,NA,NA,11.01666667,,
2/20/2001 12:00,NA,NA,NA,11.05,,
2/21/2001 12:00,NA,NA,NA,11.1,,
2/22/2001 12:00,NA,NA,NA,11.13333333,,
2/23/2001 12:00,NA,NA,NA,11.16666667,,
2/24/2001 12:00,NA,NA,NA,11.21666667,,
2/25/2001 12:00,NA,NA,NA,11.25,,
2/26/2001 12:00,NA,NA,NA,11.28333333,,
2/27/2001 12:00,NA,NA,NA,11.33333333,,
2/28/2001 12:00,NA,NA,NA,11.36666667,,
3/1/2001 12:00,NA,NA,NA,11.4,,
3/2/2001 12:00,NA,NA,NA,11.45,,
3/3/2001 12:00,NA,NA,NA,11.48333333,,
3/4/2001 12:00,NA,NA,NA,11.53333333,,
3/5/2001 12:00,NA,NA,NA,11.56666667,,
3/6/2001 12:00,NA,NA,NA,11.6,,
3/7/2001 12:00,NA,NA,NA,11.65,,
3/8/2001 12:00,NA,NA,NA,11.68333333,,
3/9/2001 12:00,NA,NA,NA,11.73333333,,
3/10/2001 12:00,NA,NA,NA,11.76666667,,
3/11/2001 12:00,NA,NA,NA,11.8,,
3/12/2001 12:00,NA,NA,NA,11.85,,
3/13/2001 12:00,NA,NA,NA,11.88333333,,
3/14/2001 12:00,NA,NA,NA,11.93333333,,
3/15/2001 12:00,NA,NA,NA,11.96666667,,
3/16/2001 12:00,NA,NA,NA,12.01666667,,
3/17/2001 12:00,NA,NA,NA,12.05,,
3/18/2001 12:00,NA,NA,NA,12.08333333,,
3/19/2001 12:00,NA,NA,NA,12.13333333,,
3/20/2001 12:00,NA,NA,NA,12.16666667,,
3/21/2001 12:00,NA,NA,NA,12.21666667,,
3/22/2001 12:00,NA,NA,NA,12.25,,
3/23/2001 12:00,NA,NA,NA,12.3,,
3/24/2001 12:00,NA,NA,NA,12.33333333,,
3/25/2001 12:00,NA,NA,NA,12.36666667,,
3/26/2001 12:00,NA,NA,NA,12.41666667,,
3/27/2001 12:00,NA,NA,NA,12.45,,
3/28/2001 12:00,NA,NA,NA,12.5,,
3/29/2001 12:00,NA,NA,NA,12.53333333,,
3/30/2001 12:00,NA,NA,NA,12.58333333,,
3/31/2001 12:00,NA,NA,NA,12.61666667,,
4/1/2001 12:00,NA,NA,NA,12.65,,
4/2/2001 12:00,NA,NA,NA,12.7,,
4/3/2001 12:00,NA,NA,NA,12.73333333,,
4/4/2001 12:00,NA,NA,NA,12.76666667,,
4/5/2001 12:00,NA,NA,NA,12.81666667,,
4/6/2001 12:00,NA,NA,NA,12.85,,
4/7/2001 12:00,NA,NA,NA,12.88333333,,
4/8/2001 12:00,NA,NA,NA,12.93333333,,
4/9/2001 12:00,NA,NA,NA,12.96666667,,
4/10/2001 12:00,NA,NA,NA,13,,
4/11/2001 12:00,NA,NA,NA,13.05,,
4/12/2001 12:00,NA,NA,NA,13.08333333,,
4/13/2001 12:00,NA,NA,NA,13.11666667,,
4/14/2001 12:00,NA,NA,NA,13.16666667,,
4/15/2001 12:00,NA,NA,NA,13.2,,
4/16/2001 12:00,NA,NA,NA,13.23333333,,
4/17/2001 12:00,NA,NA,NA,13.28333333,,
4/18/2001 12:00,NA,NA,NA,13.31666667,,
4/19/2001 12:00,NA,NA,NA,13.35,,
4/20/2001 12:00,NA,NA,NA,13.38333333,,
4/21/2001 12:00,NA,NA,NA,13.43333333,,
4/22/2001 12:00,NA,NA,NA,13.46666667,,
4/23/2001 12:00,NA,NA,NA,13.5,,
4/24/2001 12:00,NA,NA,NA,13.53333333,,
4/25/2001 12:00,NA,NA,NA,13.56666667,,
4/26/2001 12:00,NA,NA,NA,13.6,,
4/27/2001 12:00,NA,NA,NA,13.63333333,,
4/28/2001 12:00,NA,NA,NA,13.68333333,,
4/29/2001 12:00,NA,NA,NA,13.71666667,,
4/30/2001 12:00,NA,NA,NA,13.75,,
5/1/2001 12:00,NA,NA,NA,13.78333333,,
5/2/2001 12:00,NA,NA,NA,13.81666667,,
5/3/2001 12:00,NA,NA,NA,13.85,,
5/4/2001 12:00,NA,NA,NA,13.88333333,,
5/5/2001 12:00,NA,NA,NA,13.91666667,,
5/6/2001 12:00,NA,NA,NA,13.95,,
5/7/2001 12:00,NA,NA,NA,13.98333333,,
5/8/2001 12:00,NA,NA,NA,14,,
5/9/2001 12:00,NA,NA,NA,14.03333333,,
5/10/2001 12:00,NA,NA,NA,14.06666667,,
5/11/2001 12:00,NA,NA,NA,14.1,,
5/12/2001 12:00,NA,NA,NA,14.13333333,,
5/13/2001 12:00,NA,NA,NA,14.15,,
5/14/2001 12:00,NA,NA,NA,14.18333333,,
5/15/2001 12:00,NA,NA,NA,14.21666667,,
5/16/2001 12:00,NA,NA,NA,14.23333333,,
5/17/2001 12:00,NA,NA,NA,14.26666667,,
5/18/2001 12:00,NA,NA,NA,14.3,,
5/19/2001 12:00,NA,NA,NA,14.31666667,,
5/20/2001 12:00,NA,NA,NA,14.35,,
5/21/2001 12:00,NA,NA,NA,14.36666667,,
5/22/2001 12:00,NA,NA,NA,14.4,,
5/23/2001 12:00,NA,NA,NA,14.41666667,,
